YearStart,LocationDesc,Value,Class,Subclass
2013,Idaho,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Illinois,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Indiana,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Iowa,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Kansas,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Kentucky,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Louisiana,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Maine,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Maryland,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Massachusetts,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Michigan,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Minnesota,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Mississippi,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Missouri,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Montana,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Nebraska,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Nevada,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,New Hampshire,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,New Jersey,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,New Mexico,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,New York,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,North Carolina,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,North Dakota,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Ohio,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Oklahoma,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Oregon,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Pennsylvania,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Rhode Island,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,South Carolina,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,South Dakota,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Tennessee,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Texas,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Utah,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Vermont,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Virginia,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Washington,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,West Virginia,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Wisconsin,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Wyoming,,Race/Ethnicity,Hawaiian/Pacific Islander
2013,Alabama,28.2,Race/Ethnicity,Hispanic
2013,Alaska,31.7,Race/Ethnicity,Hispanic
2013,Arizona,36.7,Race/Ethnicity,Hispanic
2013,Arkansas,42.5,Race/Ethnicity,Hispanic
2013,California,30.6,Race/Ethnicity,Hispanic
2013,Colorado,30.5,Race/Ethnicity,Hispanic
2013,Connecticut,32.8,Race/Ethnicity,Hispanic
2013,Delaware,36.4,Race/Ethnicity,Hispanic
2013,District of Columbia,15.3,Race/Ethnicity,Hispanic
2013,Florida,26.4,Race/Ethnicity,Hispanic
2013,Georgia,28.5,Race/Ethnicity,Hispanic
2013,Hawaii,32.9,Race/Ethnicity,Hispanic
2013,Idaho,38.6,Race/Ethnicity,Hispanic
2013,Illinois,35.8,Race/Ethnicity,Hispanic
2013,Indiana,34.9,Race/Ethnicity,Hispanic
2013,Iowa,39.4,Race/Ethnicity,Hispanic
2013,Kansas,33.6,Race/Ethnicity,Hispanic
2013,Kentucky,29.2,Race/Ethnicity,Hispanic
2013,Louisiana,27.3,Race/Ethnicity,Hispanic
2013,Maine,16.8,Race/Ethnicity,Hispanic
2013,Maryland,28.1,Race/Ethnicity,Hispanic
2013,Massachusetts,31.6,Race/Ethnicity,Hispanic
2013,Michigan,32.7,Race/Ethnicity,Hispanic
2013,Minnesota,29.5,Race/Ethnicity,Hispanic
2013,Mississippi,35.3,Race/Ethnicity,Hispanic
2013,Missouri,31.2,Race/Ethnicity,Hispanic
2013,Montana,33.8,Race/Ethnicity,Hispanic
2013,Nebraska,30.1,Race/Ethnicity,Hispanic
2013,Nevada,26.1,Race/Ethnicity,Hispanic
2013,New Hampshire,25.3,Race/Ethnicity,Hispanic
2013,New Jersey,28.8,Race/Ethnicity,Hispanic
2013,New Mexico,29.4,Race/Ethnicity,Hispanic
2013,New York,30,Race/Ethnicity,Hispanic
2013,North Carolina,22,Race/Ethnicity,Hispanic
2013,North Dakota,33.6,Race/Ethnicity,Hispanic
2013,Ohio,32.5,Race/Ethnicity,Hispanic
2013,Oklahoma,34.4,Race/Ethnicity,Hispanic
2013,Oregon,32.1,Race/Ethnicity,Hispanic
2013,Pennsylvania,35.3,Race/Ethnicity,Hispanic
2013,Rhode Island,30.6,Race/Ethnicity,Hispanic
2013,South Carolina,36.1,Race/Ethnicity,Hispanic
2013,South Dakota,28.9,Race/Ethnicity,Hispanic
2013,Tennessee,,Race/Ethnicity,Hispanic
2013,Texas,36.5,Race/Ethnicity,Hispanic
2013,Utah,27.7,Race/Ethnicity,Hispanic
2013,Vermont,24,Race/Ethnicity,Hispanic
2013,Virginia,22.4,Race/Ethnicity,Hispanic
2013,Washington,29.6,Race/Ethnicity,Hispanic
2013,West Virginia,39.1,Race/Ethnicity,Hispanic
2013,Wisconsin,31.5,Race/Ethnicity,Hispanic
2013,Wyoming,32.4,Race/Ethnicity,Hispanic
2013,Alabama,41.3,Race/Ethnicity,Non-Hispanic Black
2013,Alaska,39.5,Race/Ethnicity,Non-Hispanic Black
2013,Arizona,34.5,Race/Ethnicity,Non-Hispanic Black
2013,Arkansas,46.2,Race/Ethnicity,Non-Hispanic Black
2013,California,34.8,Race/Ethnicity,Non-Hispanic Black
2013,Colorado,29.5,Race/Ethnicity,Non-Hispanic Black
2013,Connecticut,32.5,Race/Ethnicity,Non-Hispanic Black
2013,Delaware,39.3,Race/Ethnicity,Non-Hispanic Black
2013,District of Columbia,36.4,Race/Ethnicity,Non-Hispanic Black
2013,Florida,34.2,Race/Ethnicity,Non-Hispanic Black
2013,Georgia,38.3,Race/Ethnicity,Non-Hispanic Black
2013,Hawaii,,Race/Ethnicity,Non-Hispanic Black
2013,Idaho,,Race/Ethnicity,Non-Hispanic Black
2013,Illinois,37.9,Race/Ethnicity,Non-Hispanic Black
2013,Indiana,41.7,Race/Ethnicity,Non-Hispanic Black
2013,Iowa,45.2,Race/Ethnicity,Non-Hispanic Black
2013,Kansas,40.5,Race/Ethnicity,Non-Hispanic Black
2013,Kentucky,40.9,Race/Ethnicity,Non-Hispanic Black
2013,Louisiana,40.7,Race/Ethnicity,Non-Hispanic Black
2013,Maine,,Race/Ethnicity,Non-Hispanic Black
2013,Maryland,37.3,Race/Ethnicity,Non-Hispanic Black
2013,Massachusetts,33.8,Race/Ethnicity,Non-Hispanic Black
2013,Michigan,39.2,Race/Ethnicity,Non-Hispanic Black
2013,Minnesota,32,Race/Ethnicity,Non-Hispanic Black
2013,Mississippi,42.5,Race/Ethnicity,Non-Hispanic Black
2013,Missouri,38.9,Race/Ethnicity,Non-Hispanic Black
2013,Montana,,Race/Ethnicity,Non-Hispanic Black
2013,Nebraska,34.7,Race/Ethnicity,Non-Hispanic Black
2013,Nevada,39,Race/Ethnicity,Non-Hispanic Black
2013,New Hampshire,,Race/Ethnicity,Non-Hispanic Black
2013,New Jersey,35.6,Race/Ethnicity,Non-Hispanic Black
2013,New Mexico,35.5,Race/Ethnicity,Non-Hispanic Black
2013,New York,34.2,Race/Ethnicity,Non-Hispanic Black
2013,North Carolina,40.4,Race/Ethnicity,Non-Hispanic Black
2013,North Dakota,,Race/Ethnicity,Non-Hispanic Black
2013,Ohio,34.5,Race/Ethnicity,Non-Hispanic Black
2013,Oklahoma,35.8,Race/Ethnicity,Non-Hispanic Black
2013,Oregon,,Race/Ethnicity,Non-Hispanic Black
2013,Pennsylvania,36.3,Race/Ethnicity,Non-Hispanic Black
2013,Rhode Island,35.6,Race/Ethnicity,Non-Hispanic Black
2013,South Carolina,43,Race/Ethnicity,Non-Hispanic Black
2013,South Dakota,,Race/Ethnicity,Non-Hispanic Black
2013,Tennessee,40.4,Race/Ethnicity,Non-Hispanic Black
2013,Texas,38.8,Race/Ethnicity,Non-Hispanic Black
2013,Utah,33.6,Race/Ethnicity,Non-Hispanic Black
2013,Vermont,,Race/Ethnicity,Non-Hispanic Black
2013,Virginia,39.4,Race/Ethnicity,Non-Hispanic Black
2013,Washington,39.8,Race/Ethnicity,Non-Hispanic Black
2013,West Virginia,34.9,Race/Ethnicity,Non-Hispanic Black
2013,Wisconsin,36.1,Race/Ethnicity,Non-Hispanic Black
2013,Wyoming,,Race/Ethnicity,Non-Hispanic Black
2013,Alabama,29.6,Race/Ethnicity,Non-Hispanic White
2013,Alaska,26.4,Race/Ethnicity,Non-Hispanic White
2013,Arizona,21.7,Race/Ethnicity,Non-Hispanic White
2013,Arkansas,32.3,Race/Ethnicity,Non-Hispanic White
2013,California,21.8,Race/Ethnicity,Non-Hispanic White
2013,Colorado,18.7,Race/Ethnicity,Non-Hispanic White
2013,Connecticut,23.3,Race/Ethnicity,Non-Hispanic White
2013,Delaware,29.3,Race/Ethnicity,Non-Hispanic White
2013,District of Columbia,9.8,Race/Ethnicity,Non-Hispanic White
2013,Florida,25.1,Race/Ethnicity,Non-Hispanic White
2013,Georgia,27.4,Race/Ethnicity,Non-Hispanic White
2013,Hawaii,19.1,Race/Ethnicity,Non-Hispanic White
2013,Idaho,28.4,Race/Ethnicity,Non-Hispanic White
2013,Illinois,27.9,Race/Ethnicity,Non-Hispanic White
2013,Indiana,30.6,Race/Ethnicity,Non-Hispanic White
2013,Iowa,31,Race/Ethnicity,Non-Hispanic White
2013,Kansas,29.4,Race/Ethnicity,Non-Hispanic White
2013,Kentucky,32.8,Race/Ethnicity,Non-Hispanic White
2013,Louisiana,30.2,Race/Ethnicity,Non-Hispanic White
2013,Maine,29,Race/Ethnicity,Non-Hispanic White
2013,Maryland,25.5,Race/Ethnicity,Non-Hispanic White
2013,Massachusetts,23,Race/Ethnicity,Non-Hispanic White
2013,Michigan,30.6,Race/Ethnicity,Non-Hispanic White
2013,Minnesota,25.2,Race/Ethnicity,Non-Hispanic White
2013,Mississippi,31.1,Race/Ethnicity,Non-Hispanic White
2013,Missouri,29.6,Race/Ethnicity,Non-Hispanic White
2013,Montana,23.2,Race/Ethnicity,Non-Hispanic White
2013,Nebraska,29.2,Race/Ethnicity,Non-Hispanic White
2013,Nevada,26.4,Race/Ethnicity,Non-Hispanic White
2013,New Hampshire,27.3,Race/Ethnicity,Non-Hispanic White
2013,New Jersey,26,Race/Ethnicity,Non-Hispanic White
2013,New Mexico,21.9,Race/Ethnicity,Non-Hispanic White
2013,New York,24,Race/Ethnicity,Non-Hispanic White
2013,North Carolina,27.2,Race/Ethnicity,Non-Hispanic White
2013,North Dakota,31.2,Race/Ethnicity,Non-Hispanic White
2013,Ohio,30,Race/Ethnicity,Non-Hispanic White
2013,Oklahoma,31.6,Race/Ethnicity,Non-Hispanic White
2013,Oregon,25.9,Race/Ethnicity,Non-Hispanic White
2013,Pennsylvania,29.7,Race/Ethnicity,Non-Hispanic White
2013,Rhode Island,26.6,Race/Ethnicity,Non-Hispanic White
2013,South Carolina,27.6,Race/Ethnicity,Non-Hispanic White
2013,South Dakota,29.9,Race/Ethnicity,Non-Hispanic White
2013,Tennessee,33,Race/Ethnicity,Non-Hispanic White
2013,Texas,27.1,Race/Ethnicity,Non-Hispanic White
2013,Utah,23.6,Race/Ethnicity,Non-Hispanic White
2013,Vermont,24.6,Race/Ethnicity,Non-Hispanic White
2013,Virginia,25.6,Race/Ethnicity,Non-Hispanic White
2013,Washington,27.9,Race/Ethnicity,Non-Hispanic White
2013,West Virginia,35.1,Race/Ethnicity,Non-Hispanic White
2013,Wisconsin,29.5,Race/Ethnicity,Non-Hispanic White
2013,Wyoming,27.3,Race/Ethnicity,Non-Hispanic White
2013,Alabama,,Race/Ethnicity,Other
2013,Alaska,,Race/Ethnicity,Other
2013,Arizona,23.5,Race/Ethnicity,Other
2013,Arkansas,,Race/Ethnicity,Other
2013,California,,Race/Ethnicity,Other
2013,Colorado,,Race/Ethnicity,Other
2013,Connecticut,16,Race/Ethnicity,Other
2013,Delaware,19.1,Race/Ethnicity,Other
2013,District of Columbia,,Race/Ethnicity,Other
2013,Florida,20.2,Race/Ethnicity,Other
2013,Georgia,36.7,Race/Ethnicity,Other
2013,Hawaii,23.7,Race/Ethnicity,Other
2013,Idaho,,Race/Ethnicity,Other
2013,Illinois,,Race/Ethnicity,Other
2013,Indiana,,Race/Ethnicity,Other
2013,Iowa,,Race/Ethnicity,Other
2013,Kansas,27.8,Race/Ethnicity,Other
2013,Kentucky,,Race/Ethnicity,Other
2013,Louisiana,,Race/Ethnicity,Other
2013,Maine,,Race/Ethnicity,Other
2013,Maryland,22.4,Race/Ethnicity,Other
2013,Massachusetts,17.8,Race/Ethnicity,Other
2013,Michigan,,Race/Ethnicity,Other
2013,Minnesota,37.6,Race/Ethnicity,Other
2013,Mississippi,,Race/Ethnicity,Other
2013,Missouri,,Race/Ethnicity,Other
2013,Montana,,Race/Ethnicity,Other
2013,Nebraska,,Race/Ethnicity,Other
2013,Nevada,,Race/Ethnicity,Other
2013,New Hampshire,27.8,Race/Ethnicity,Other
2013,New Jersey,21,Race/Ethnicity,Other
2013,New Mexico,12.3,Race/Ethnicity,Other
2013,New York,,Race/Ethnicity,Other
2013,North Carolina,,Race/Ethnicity,Other
2013,North Dakota,,Race/Ethnicity,Other
2013,Ohio,33.3,Race/Ethnicity,Other
2013,Oklahoma,,Race/Ethnicity,Other
2013,Oregon,,Race/Ethnicity,Other
2013,Pennsylvania,,Race/Ethnicity,Other
2013,Rhode Island,41.5,Race/Ethnicity,Other
2013,South Carolina,,Race/Ethnicity,Other
2013,South Dakota,,Race/Ethnicity,Other
2013,Tennessee,,Race/Ethnicity,Other
2013,Texas,,Race/Ethnicity,Other
2013,Utah,,Race/Ethnicity,Other
2013,Vermont,,Race/Ethnicity,Other
2013,Virginia,30.8,Race/Ethnicity,Other
2013,Washington,31.4,Race/Ethnicity,Other
2013,West Virginia,,Race/Ethnicity,Other
2013,Wisconsin,,Race/Ethnicity,Other
2013,Wyoming,19.1,Race/Ethnicity,Other
2014,Alabama,20.4,Age (years),18 - 24
2014,Alaska,14,Age (years),18 - 24
2014,Arizona,16.6,Age (years),18 - 24
2014,Arkansas,23.9,Age (years),18 - 24
2014,California,13.3,Age (years),18 - 24
2014,Colorado,10.9,Age (years),18 - 24
2014,Connecticut,11.4,Age (years),18 - 24
2014,Delaware,17.4,Age (years),18 - 24
2014,District of Columbia,10.3,Age (years),18 - 24
2014,Florida,15.3,Age (years),18 - 24
2014,Georgia,17,Age (years),18 - 24
2014,Hawaii,13.8,Age (years),18 - 24
2014,Idaho,18.9,Age (years),18 - 24
2014,Illinois,13.1,Age (years),18 - 24
2014,Indiana,19.9,Age (years),18 - 24
2014,Iowa,15,Age (years),18 - 24
2014,Kansas,15.2,Age (years),18 - 24
2014,Kentucky,14.6,Age (years),18 - 24
2014,Louisiana,19.4,Age (years),18 - 24
2014,Maine,14.7,Age (years),18 - 24
2014,Maryland,11.5,Age (years),18 - 24
2014,Massachusetts,10.6,Age (years),18 - 24
2014,Michigan,11.6,Age (years),18 - 24
2014,Minnesota,16.2,Age (years),18 - 24
2014,Mississippi,22,Age (years),18 - 24
2014,Missouri,18.9,Age (years),18 - 24
2014,Montana,16.5,Age (years),18 - 24
2014,Nebraska,17.3,Age (years),18 - 24
2014,Nevada,12.7,Age (years),18 - 24
2014,New Hampshire,13.6,Age (years),18 - 24
2014,New Jersey,13.3,Age (years),18 - 24
2014,New Mexico,19.1,Age (years),18 - 24
2014,New York,13.8,Age (years),18 - 24
2014,North Carolina,18,Age (years),18 - 24
2014,North Dakota,16.3,Age (years),18 - 24
2014,Ohio,15.8,Age (years),18 - 24
2014,Oklahoma,21.6,Age (years),18 - 24
2014,Oregon,13.4,Age (years),18 - 24
2014,Pennsylvania,17.2,Age (years),18 - 24
2014,Rhode Island,17.9,Age (years),18 - 24
2014,South Carolina,20.1,Age (years),18 - 24
2014,South Dakota,15.8,Age (years),18 - 24
2014,Tennessee,18.6,Age (years),18 - 24
2014,Texas,19.1,Age (years),18 - 24
2014,Utah,13.3,Age (years),18 - 24
2014,Vermont,12.6,Age (years),18 - 24
2014,Virginia,20,Age (years),18 - 24
2014,Washington,19,Age (years),18 - 24
2014,West Virginia,20.6,Age (years),18 - 24
2014,Wisconsin,16.7,Age (years),18 - 24
2014,Wyoming,23.5,Age (years),18 - 24
2014,Alabama,31.7,Age (years),25 - 34
2014,Alaska,28,Age (years),25 - 34
2014,Arizona,29.1,Age (years),25 - 34
2014,Arkansas,39.6,Age (years),25 - 34
2014,California,23.7,Age (years),25 - 34
2014,Colorado,18.7,Age (years),25 - 34
2014,Connecticut,25,Age (years),25 - 34
2014,Delaware,25.9,Age (years),25 - 34
2014,District of Columbia,18,Age (years),25 - 34
2014,Florida,24.3,Age (years),25 - 34
2014,Georgia,29,Age (years),25 - 34
2014,Hawaii,25.9,Age (years),25 - 34
2014,Idaho,30,Age (years),25 - 34
2014,Illinois,22.6,Age (years),25 - 34
2014,Indiana,32,Age (years),25 - 34
2014,Iowa,27.1,Age (years),25 - 34
2014,Kansas,30,Age (years),25 - 34
2014,Kentucky,29.7,Age (years),25 - 34
2014,Louisiana,35.5,Age (years),25 - 34
2014,Maine,29,Age (years),25 - 34
2014,Maryland,31.1,Age (years),25 - 34
2014,Massachusetts,18.6,Age (years),25 - 34
2014,Michigan,29.1,Age (years),25 - 34
2014,Minnesota,23.7,Age (years),25 - 34
2014,Mississippi,40.5,Age (years),25 - 34
2014,Missouri,31,Age (years),25 - 34
2014,Montana,24.1,Age (years),25 - 34
2014,Nebraska,28.3,Age (years),25 - 34
2014,Nevada,29.7,Age (years),25 - 34
2014,New Hampshire,28.5,Age (years),25 - 34
2014,New Jersey,24.4,Age (years),25 - 34
2014,New Mexico,33.2,Age (years),25 - 34
2014,New York,20.8,Age (years),25 - 34
2014,North Carolina,30.7,Age (years),25 - 34
2014,North Dakota,32,Age (years),25 - 34
2014,Ohio,30.5,Age (years),25 - 34
2014,Oklahoma,30.4,Age (years),25 - 34
2014,Oregon,28.7,Age (years),25 - 34
2014,Pennsylvania,29.3,Age (years),25 - 34
2014,Rhode Island,24.8,Age (years),25 - 34
2014,South Carolina,30.2,Age (years),25 - 34
2014,South Dakota,29.6,Age (years),25 - 34
2014,Tennessee,27.9,Age (years),25 - 34
2014,Texas,30.4,Age (years),25 - 34
2014,Utah,23.1,Age (years),25 - 34
2014,Vermont,22.4,Age (years),25 - 34
2014,Virginia,23.3,Age (years),25 - 34
2014,Washington,23.4,Age (years),25 - 34
2014,West Virginia,35.3,Age (years),25 - 34
2014,Wisconsin,31.7,Age (years),25 - 34
2014,Wyoming,25.4,Age (years),25 - 34
2014,Alabama,40.9,Age (years),35 - 44
2014,Alaska,33.6,Age (years),35 - 44
2014,Arizona,33.3,Age (years),35 - 44
2014,Arkansas,38,Age (years),35 - 44
2014,California,28.1,Age (years),35 - 44
2014,Colorado,24.1,Age (years),35 - 44
2014,Connecticut,26.8,Age (years),35 - 44
2014,Delaware,34.5,Age (years),35 - 44
2014,District of Columbia,20.6,Age (years),35 - 44
2014,Florida,31.2,Age (years),35 - 44
2014,Georgia,33.3,Age (years),35 - 44
2014,Hawaii,28,Age (years),35 - 44
2014,Idaho,32.4,Age (years),35 - 44
2014,Illinois,35,Age (years),35 - 44
2014,Indiana,35.5,Age (years),35 - 44
2014,Iowa,35.4,Age (years),35 - 44
2014,Kansas,36.5,Age (years),35 - 44
2014,Kentucky,39.5,Age (years),35 - 44
2014,Louisiana,40.7,Age (years),35 - 44
2014,Maine,29.5,Age (years),35 - 44
2014,Maryland,31.1,Age (years),35 - 44
2014,Massachusetts,24.5,Age (years),35 - 44
2014,Michigan,33.3,Age (years),35 - 44
2014,Minnesota,29.8,Age (years),35 - 44
2014,Mississippi,42.6,Age (years),35 - 44
2014,Missouri,34.4,Age (years),35 - 44
2014,Montana,31.3,Age (years),35 - 44
2014,Nebraska,33.8,Age (years),35 - 44
2014,Nevada,36.8,Age (years),35 - 44
2014,New Hampshire,29.5,Age (years),35 - 44
2014,New Jersey,29.4,Age (years),35 - 44
2014,New Mexico,33.8,Age (years),35 - 44
2014,New York,30.5,Age (years),35 - 44
2014,North Carolina,33.3,Age (years),35 - 44
2014,North Dakota,42.6,Age (years),35 - 44
2014,Ohio,31.6,Age (years),35 - 44
2014,Oklahoma,35.7,Age (years),35 - 44
2014,Oregon,29.4,Age (years),35 - 44
2014,Pennsylvania,34.8,Age (years),35 - 44
2014,Rhode Island,32.4,Age (years),35 - 44
2014,South Carolina,36.6,Age (years),35 - 44
2014,South Dakota,34.2,Age (years),35 - 44
2014,Tennessee,37.1,Age (years),35 - 44
2014,Texas,31.4,Age (years),35 - 44
2014,Utah,29.2,Age (years),35 - 44
2014,Vermont,28.9,Age (years),35 - 44
2014,Virginia,29.8,Age (years),35 - 44
2014,Washington,27.8,Age (years),35 - 44
2014,West Virginia,43.7,Age (years),35 - 44
2014,Wisconsin,36.4,Age (years),35 - 44
2014,Wyoming,36.8,Age (years),35 - 44
2014,Alabama,39.9,Age (years),45 - 54
2014,Alaska,35.2,Age (years),45 - 54
2014,Arizona,34.9,Age (years),45 - 54
2014,Arkansas,43.9,Age (years),45 - 54
2014,California,26.9,Age (years),45 - 54
2014,Colorado,24.7,Age (years),45 - 54
2014,Connecticut,30.8,Age (years),45 - 54
2014,Delaware,36.4,Age (years),45 - 54
2014,District of Columbia,32.8,Age (years),45 - 54
2014,Florida,33.1,Age (years),45 - 54
2014,Georgia,36.2,Age (years),45 - 54
2014,Hawaii,26.4,Age (years),45 - 54
2014,Idaho,33.1,Age (years),45 - 54
2014,Illinois,34.3,Age (years),45 - 54
2014,Indiana,38.8,Age (years),45 - 54
2014,Iowa,36.1,Age (years),45 - 54
2014,Kansas,36.6,Age (years),45 - 54
2014,Kentucky,37.1,Age (years),45 - 54
2014,Louisiana,38.5,Age (years),45 - 54
2014,Maine,34.4,Age (years),45 - 54
2014,Maryland,35.6,Age (years),45 - 54
2014,Massachusetts,29.8,Age (years),45 - 54
2014,Michigan,36.5,Age (years),45 - 54
2014,Minnesota,31.5,Age (years),45 - 54
2014,Mississippi,41.2,Age (years),45 - 54
2014,Missouri,34.2,Age (years),45 - 54
2014,Montana,29.9,Age (years),45 - 54
2014,Nebraska,35.5,Age (years),45 - 54
2014,Nevada,28.9,Age (years),45 - 54
2014,New Hampshire,31.6,Age (years),45 - 54
2014,New Jersey,29.6,Age (years),45 - 54
2014,New Mexico,31.2,Age (years),45 - 54
2014,New York,34.1,Age (years),45 - 54
2014,North Carolina,34.2,Age (years),45 - 54
2014,North Dakota,36.8,Age (years),45 - 54
2014,Ohio,39.9,Age (years),45 - 54
2014,Oklahoma,40,Age (years),45 - 54
2014,Oregon,29.1,Age (years),45 - 54
2014,Pennsylvania,33.2,Age (years),45 - 54
2014,Rhode Island,29.2,Age (years),45 - 54
2014,South Carolina,38,Age (years),45 - 54
2014,Tennessee,39.3,Age (years),45 - 54
2014,South Dakota,33.4,Age (years),45 - 54
2014,Texas,36.5,Age (years),45 - 54
2014,Utah,30,Age (years),45 - 54
2014,Vermont,26.8,Age (years),45 - 54
2014,Virginia,33.4,Age (years),45 - 54
2014,Washington,31,Age (years),45 - 54
2014,West Virginia,40,Age (years),45 - 54
2014,Wisconsin,32.5,Age (years),45 - 54
2014,Wyoming,31.9,Age (years),45 - 54
2014,Alabama,37.4,Age (years),55 - 64
2014,Alaska,34.5,Age (years),55 - 64
2014,Arizona,33.5,Age (years),55 - 64
2014,Arkansas,39.3,Age (years),55 - 64
2014,California,29.8,Age (years),55 - 64
2014,Colorado,26.1,Age (years),55 - 64
2014,Connecticut,31.7,Age (years),55 - 64
2014,Delaware,35.9,Age (years),55 - 64
2014,District of Columbia,26.5,Age (years),55 - 64
2014,Florida,28.4,Age (years),55 - 64
2014,Georgia,35.2,Age (years),55 - 64
2014,Hawaii,23.9,Age (years),55 - 64
2014,Idaho,31.9,Age (years),55 - 64
2014,Illinois,35.8,Age (years),55 - 64
2014,Indiana,37.8,Age (years),55 - 64
2014,Iowa,37.9,Age (years),55 - 64
2014,Kansas,38.4,Age (years),55 - 64
2014,Kentucky,37,Age (years),55 - 64
2014,Louisiana,40.1,Age (years),55 - 64
2014,Maine,31.4,Age (years),55 - 64
2014,Maryland,33.6,Age (years),55 - 64
2014,Massachusetts,27.6,Age (years),55 - 64
2014,Michigan,36,Age (years),55 - 64
2014,Minnesota,33,Age (years),55 - 64
2014,Mississippi,36.2,Age (years),55 - 64
2014,Missouri,32.9,Age (years),55 - 64
2014,Montana,27.3,Age (years),55 - 64
2014,Nebraska,35.9,Age (years),55 - 64
2014,Nevada,25.6,Age (years),55 - 64
2014,New Hampshire,28.9,Age (years),55 - 64
2014,New Jersey,32.6,Age (years),55 - 64
2014,New Mexico,32.1,Age (years),55 - 64
2014,New York,32.3,Age (years),55 - 64
2014,North Carolina,33.8,Age (years),55 - 64
2014,North Dakota,36.8,Age (years),55 - 64
2014,Ohio,39.2,Age (years),55 - 64
2014,Oklahoma,40,Age (years),55 - 64
2014,Oregon,35.2,Age (years),55 - 64
2014,Pennsylvania,34,Age (years),55 - 64
2014,Rhode Island,29.8,Age (years),55 - 64
2014,South Carolina,38.8,Age (years),55 - 64
2014,South Dakota,37.7,Age (years),55 - 64
2014,Tennessee,38,Age (years),55 - 64
2014,Texas,41.8,Age (years),55 - 64
2014,Utah,32.5,Age (years),55 - 64
2014,Vermont,29.1,Age (years),55 - 64
2014,Virginia,35.4,Age (years),55 - 64
2014,Washington,33.6,Age (years),55 - 64
2014,West Virginia,40.3,Age (years),55 - 64
2014,Wisconsin,36,Age (years),55 - 64
2014,Wyoming,34.2,Age (years),55 - 64
2014,Alabama,28.9,Age (years),65 or older
2014,Alaska,29.6,Age (years),65 or older
2014,Arizona,24.7,Age (years),65 or older
2014,Arkansas,29.2,Age (years),65 or older
2014,California,24.1,Age (years),65 or older
2014,Colorado,20.5,Age (years),65 or older
2014,Connecticut,27.2,Age (years),65 or older
2014,Delaware,30.5,Age (years),65 or older
2014,District of Columbia,23.7,Age (years),65 or older
2014,Florida,23.2,Age (years),65 or older
2014,Georgia,29.5,Age (years),65 or older
2014,Hawaii,14.1,Age (years),65 or older
2014,Idaho,26.2,Age (years),65 or older
2014,Illinois,31,Age (years),65 or older
2014,Indiana,30.2,Age (years),65 or older
2014,Iowa,30.9,Age (years),65 or older
2014,Kansas,28.7,Age (years),65 or older
2014,Kentucky,27.5,Age (years),65 or older
2014,Louisiana,32,Age (years),65 or older
2014,Maine,25.9,Age (years),65 or older
2014,Maryland,29,Age (years),65 or older
2014,Massachusetts,25.1,Age (years),65 or older
2014,Michigan,32.7,Age (years),65 or older
2014,Minnesota,28.5,Age (years),65 or older
2014,Mississippi,28.8,Age (years),65 or older
2014,Missouri,27.9,Age (years),65 or older
2014,Montana,26.7,Age (years),65 or older
2014,Nebraska,28.6,Age (years),65 or older
2014,Nevada,27.6,Age (years),65 or older
2014,New Hampshire,28.4,Age (years),65 or older
2014,New Jersey,27.3,Age (years),65 or older
2014,New Mexico,20.8,Age (years),65 or older
2014,New York,27.3,Age (years),65 or older
2014,North Carolina,25.9,Age (years),65 or older
2014,North Dakota,29.9,Age (years),65 or older
