LocationDesc,YearStart,Data_Value,Category 
Montana,2012,14.1,18 - 24
Montana,2012,23.7,"$25,000 - $34,999"
Montana,2014,24.8,Hispanic
Montana,2013,27.8,"$35,000 - $49,999"
Montana,2012,30.4,"Less than $15,000"
Montana,2013,39.6,American Indian/Alaska Native
Montana,2013,DNE,Hawaiian/Pacific Islander
Montana,2013,DNE,Asian
Montana,2013,33.8,Hispanic
Montana,2013,DNE,Non-Hispanic Black
Montana,2013,23.2,Non-Hispanic White
Montana,2013,21.3,Data not reported
Montana,2013,22.5,"$75,000 or greater"
Montana,2013,DNE,Other
Montana,2013,23.1,Female
Montana,2014,27.7,Male
Montana,2013,22.6,"$25,000 - $34,999"
Montana,2013,25.6,"$15,000 - $24,999"
Montana,2013,26.4,"Less than $15,000"
Montana,2013,23.4,65-100
Montana,2013,27.7,55 - 64
Montana,2013,30.3,45 - 54
Montana,2013,26.9,35 - 44
Montana,2013,25.4,25 - 34
Montana,2013,10.4,18 - 24
Montana,2012,22.1,Data not reported
Montana,2013,25.1,"$50,000 - $74,999"
Montana,2012,DNE,Asian
Montana,2012,26.9,35 - 44
Montana,2012,26.9,45 - 54
Montana,2012,31.1,55 - 64
Montana,2012,22.3,65-100
Montana,2012,27.9,"$15,000 - $24,999"
Montana,2012,22.9,"$35,000 - $49,999"
Montana,2012,23.5,"$50,000 - $74,999"
Montana,2012,20.7,"$75,000 or greater"
Montana,2012,23,Non-Hispanic White
Montana,2013,39.9,2 or more races
Montana,2014,27.3,55 - 64
Montana,2012,21.7,25 - 34
Montana,2012,DNE,Hawaiian/Pacific Islander
Montana,2012,40.5,American Indian/Alaska Native
Montana,2012,25.9,2 or more races
Montana,2012,DNE,Other
Montana,2013,26.1,Male
Montana,2014,29.9,45 - 54
Montana,2014,31.3,35 - 44
Montana,2014,24.1,25 - 34
Montana,2014,16.5,18 - 24
Montana,2014,24.9,Female
Montana,2012,31.1,Hispanic
Montana,2015,24.2,"$50,000 - $74,999"
Montana,2011,25.6,"$15,000 - $24,999"
Montana,2015,26.8,55 - 64
Montana,2011,21.9,65-100
Montana,2015,30.2,45 - 54
Montana,2015,23.4,Female
Montana,2011,27.9,55 - 64
Montana,2011,31.7,45 - 54
Montana,2011,23.8,35 - 44
Montana,2011,23.8,25 - 34
Montana,2011,15.7,18 - 24
Montana,2011,23.3,Female
Montana,2011,25.8,Male
Montana,2015,23.7,Male
Montana,2011,23.8,"$35,000 - $49,999"
Montana,2015,DNE,Hawaiian/Pacific Islander
Montana,2015,38.4,American Indian/Alaska Native
Montana,2015,31.2,2 or more races
Montana,2015,22.6,Non-Hispanic White
Montana,2015,22.1,Hispanic
Montana,2012,DNE,Non-Hispanic Black
Montana,2015,19.8,"$75,000 or greater"
Montana,2015,DNE,Non-Hispanic Black
Montana,2015,20.5,Data not reported
Montana,2015,DNE,Asian
Montana,2015,28.6,"Less than $15,000"
Montana,2015,26.9,"$15,000 - $24,999"
Montana,2015,25.1,"$35,000 - $49,999"
Montana,2015,24.9,"$25,000 - $34,999"
Montana,2011,27.4,"$25,000 - $34,999"
Montana,2015,DNE,Other
Montana,2015,23.2,65-100
Montana,2011,31.2,"Less than $15,000"
Montana,2011,24.3,"$50,000 - $74,999"
Montana,2015,12.9,18 - 24
Montana,2015,25.3,35 - 44
Montana,2011,DNE,Asian
Montana,2011,22.5,Hispanic
Montana,2011,DNE,Non-Hispanic Black
Montana,2011,24.1,Non-Hispanic White
Montana,2011,19,Data not reported
Montana,2011,21.1,"$75,000 or greater"
Montana,2015,20.9,25 - 34
National,2012,22.9,Data not reported
National,2012,29.7,2 or more races
National,2012,25.8,65-100
National,2011,21.9,Other
National,2012,15,18 - 24
National,2012,25.6,25 - 34
National,2012,31.3,35 - 44
National,2012,24.2,Other
National,2012,32.4,45 - 54
National,2012,33.3,55 - 64
National,2012,33.1,"Less than $15,000"
National,2012,31.6,"$15,000 - $24,999"
National,2012,29.2,"$25,000 - $34,999"
National,2012,28.5,"$35,000 - $49,999"
National,2012,23.4,"$75,000 or greater"
National,2012,26.5,Non-Hispanic White
National,2012,37.7,Non-Hispanic Black
National,2012,30.3,Hispanic
National,2012,25.8,Hawaiian/Pacific Islander
National,2012,33.7,American Indian/Alaska Native
National,2013,28.3,Male
National,2013,23.9,"$75,000 or greater"
National,2012,28.9,"$50,000 - $74,999"
National,2014,25.1,"$75,000 or greater"
National,2014,27,25 - 34
National,2014,32.1,35 - 44
National,2014,33.7,45 - 54
National,2014,34.2,55 - 64
National,2014,27.5,65-100
National,2014,35.2,"Less than $15,000"
National,2014,32.2,"$15,000 - $24,999"
National,2014,31.1,"$25,000 - $34,999"
National,2013,30,"$35,000 - $49,999"
National,2014,29.2,"$50,000 - $74,999"
National,2014,29,Male
National,2014,24.3,Data not reported
National,2014,27.8,Non-Hispanic White
National,2014,38.9,Non-Hispanic Black
National,2014,32.2,Hispanic
National,2014,9.4,Asian
National,2014,29.1,Hawaiian/Pacific Islander
National,2014,33.4,American Indian/Alaska Native
National,2014,30.1,2 or more races
National,2014,25.8,Other
National,2014,30.7,"$35,000 - $49,999"
National,2013,24.4,Data not reported
National,2013,15.4,18 - 24
National,2013,26.4,25 - 34
National,2013,31.7,35 - 44
National,2013,33.3,45 - 54
National,2013,33.5,55 - 64
National,2015,32.6,Hawaiian/Pacific Islander
National,2013,33.6,"Less than $15,000"
National,2013,29.8,"$25,000 - $34,999"
National,2011,30.3,2 or more races
National,2014,15.9,18 - 24
National,2013,26.5,65-100
National,2014,28.8,Female
National,2013,27.1,Non-Hispanic White
National,2013,37.8,Non-Hispanic Black
National,2013,31.5,Hispanic
National,2013,9.6,Asian
National,2013,30.1,Hawaiian/Pacific Islander
National,2013,34.9,American Indian/Alaska Native
National,2013,31.7,2 or more races
National,2013,24.8,Other
National,2013,28.3,Female
National,2013,28.8,"$50,000 - $74,999"
National,2015,24.6,"$75,000 or greater"
National,2015,37.7,Non-Hispanic Black
National,2015,24.3,Other
National,2015,10.2,Asian
National,2015,34,45 - 54
National,2012,9.7,Asian
National,2015,16.7,18 - 24
National,2015,26.7,25 - 34
National,2015,27.6,65-100
National,2015,32.1,35 - 44
National,2015,33.4,55 - 64
National,2015,36,American Indian/Alaska Native
National,2015,29.1,Male
National,2012,28,Male
National,2015,24.7,Data not reported
National,2015,29.9,"$50,000 - $74,999"
National,2015,30.6,"$35,000 - $49,999"
National,2015,32.1,"$25,000 - $34,999"
National,2015,33.2,"$15,000 - $24,999"
National,2015,34.8,"Less than $15,000"
National,2015,27.9,Non-Hispanic White
National,2011,35.4,American Indian/Alaska Native
National,2013,32.3,"$15,000 - $24,999"
National,2015,28.9,2 or more races
National,2015,32.2,Hispanic
National,2015,28.6,Female
National,2011,29.5,"$25,000 - $34,999"
National,2011,27.8,Male
National,2011,27.1,Female
National,2011,15.2,18 - 24
National,2011,25.9,25 - 34
National,2011,29.9,35 - 44
National,2011,32.6,45 - 54
National,2011,32.6,55 - 64
National,2011,31.3,"$15,000 - $24,999"
National,2011,32.3,"Less than $15,000"
National,2011,28.7,"$35,000 - $49,999"
National,2011,28.4,"$50,000 - $74,999"
National,2012,27.4,Female
National,2011,23.2,Data not reported
National,2011,26.2,Non-Hispanic White
National,2011,37.3,Non-Hispanic Black
National,2011,30.1,Hispanic
National,2011,8.7,Asian
National,2011,25,Hawaiian/Pacific Islander
National,2011,25.3,65-100
National,2011,22.8,"$75,000 or greater"
Nebraska,2013,30.8,Male
Nebraska,2013,30.5,"$50,000 - $74,999"
Nebraska,2013,32.1,"$35,000 - $49,999"
Nebraska,2013,30.8,"$25,000 - $34,999"
Nebraska,2013,31.6,"$15,000 - $24,999"
Nebraska,2013,29.9,"Less than $15,000"
Nebraska,2013,28.2,65-100
Nebraska,2013,37.5,55 - 64
Nebraska,2013,34,45 - 54
Nebraska,2014,31.7,"$50,000 - $74,999"
Nebraska,2013,34.3,35 - 44
Nebraska,2014,28.1,"$75,000 or greater"
Nebraska,2013,26.4,25 - 34
Nebraska,2013,28.4,Female
Nebraska,2013,29.2,Non-Hispanic White
Nebraska,2014,22.4,Data not reported
Nebraska,2012,31.6,Other
Nebraska,2014,29.5,Non-Hispanic White
Nebraska,2012,32,2 or more races
Nebraska,2012,35.6,American Indian/Alaska Native
Nebraska,2012,DNE,Hawaiian/Pacific Islander
Nebraska,2012,9.3,Asian
Nebraska,2012,31.1,Hispanic
Nebraska,2012,33.6,Non-Hispanic Black
Nebraska,2012,28.3,Non-Hispanic White
Nebraska,2012,24.9,Data not reported
Nebraska,2012,25.5,"$75,000 or greater"
Nebraska,2013,14.4,18 - 24
Nebraska,2014,33.8,35 - 44
Nebraska,2013,37.2,American Indian/Alaska Native
Nebraska,2014,52.9,American Indian/Alaska Native
Nebraska,2014,45.9,2 or more races
Nebraska,2014,DNE,Other
Nebraska,2011,32.8,Non-Hispanic Black
Nebraska,2014,DNE,Hawaiian/Pacific Islander
Nebraska,2012,30.5,"$50,000 - $74,999"
Nebraska,2014,18.4,Asian
Nebraska,2013,DNE,Other
Nebraska,2014,31.7,Hispanic
Nebraska,2014,31.7,Male
Nebraska,2014,28.7,Female
Nebraska,2013,26.3,"$75,000 or greater"
Nebraska,2014,28.3,25 - 34
Nebraska,2013,28.1,Data not reported
Nebraska,2014,35.5,45 - 54
Nebraska,2014,28.6,65-100
Nebraska,2014,37.3,Non-Hispanic Black
Nebraska,2014,36.3,"Less than $15,000"
Nebraska,2014,31.9,"$15,000 - $24,999"
Nebraska,2014,33.5,"$25,000 - $34,999"
Nebraska,2014,31.3,"$35,000 - $49,999"
Nebraska,2013,DNE,Hawaiian/Pacific Islander
Nebraska,2014,35.9,55 - 64
Nebraska,2013,12.9,Asian
Nebraska,2013,30.1,Hispanic
Nebraska,2013,34.7,Non-Hispanic Black
Nebraska,2013,34.5,2 or more races
Nebraska,2014,17.3,18 - 24
Nebraska,2015,33.3,"$35,000 - $49,999"
Nebraska,2015,47.3,American Indian/Alaska Native
Nebraska,2011,27.6,Female
Nebraska,2012,30.6,"$35,000 - $49,999"
Nebraska,2011,9.5,Asian
Nebraska,2015,36.8,Non-Hispanic Black
Nebraska,2015,33,2 or more races
Nebraska,2015,31.3,Non-Hispanic White
Nebraska,2015,30.5,Hispanic
Nebraska,2015,13.4,Asian
Nebraska,2015,DNE,Other
Nebraska,2015,DNE,Hawaiian/Pacific Islander
Nebraska,2011,27.3,25 - 34
Nebraska,2015,34.5,"$15,000 - $24,999"
Nebraska,2011,14.7,18 - 24
Nebraska,2015,33.1,"$50,000 - $74,999"
Nebraska,2015,32.8,"Less than $15,000"
Nebraska,2015,27.9,"$75,000 or greater"
Nebraska,2015,26.5,Data not reported
Nebraska,2015,32.9,Male
Nebraska,2015,29.8,Female
Nebraska,2015,38.3,45 - 54
Nebraska,2015,36.5,55 - 64
Nebraska,2015,33.6,35 - 44
Nebraska,2015,32,65-100
Nebraska,2015,29.8,25 - 34
Nebraska,2015,15.1,18 - 24
Nebraska,2015,36.5,"$25,000 - $34,999"
Nebraska,2012,31,35 - 44
Nebraska,2011,44.7,American Indian/Alaska Native
Nebraska,2011,29.2,Male
Nebraska,2011,18.2,Other
Nebraska,2012,29.2,Male
Nebraska,2012,28.1,Female
Nebraska,2011,32.8,35 - 44
Nebraska,2012,26,25 - 34
Nebraska,2011,DNE,Hawaiian/Pacific Islander
Nebraska,2012,33.4,45 - 54
Nebraska,2012,35.8,55 - 64
Nebraska,2012,26.8,65-100
Nebraska,2012,29.4,"Less than $15,000"
Nebraska,2012,31.6,"$15,000 - $24,999"
Nebraska,2012,28.3,"$25,000 - $34,999"
Nebraska,2012,16.6,18 - 24
Nebraska,2011,30.4,"$15,000 - $24,999"
Nebraska,2011,31.6,45 - 54
Nebraska,2011,35.1,55 - 64
Nebraska,2011,27.2,65-100
Nebraska,2011,31.5,2 or more races
Nebraska,2011,29.2,"Less than $15,000"
Nebraska,2011,29.8,Hispanic
Nebraska,2011,30.3,"$25,000 - $34,999"
Nebraska,2011,32.6,"$35,000 - $49,999"
Nebraska,2011,30.5,"$50,000 - $74,999"
Nebraska,2011,25.1,"$75,000 or greater"
Nebraska,2011,21.3,Data not reported
Nebraska,2011,28.3,Non-Hispanic White
Nevada,2011,27.8,55 - 64
Nevada,2011,28,25 - 34
Nevada,2011,27.5,45 - 54
Nevada,2011,27.4,35 - 44
Nevada,2011,18.1,65-100
Nevada,2011,14,18 - 24
Nevada,2011,23.4,Female
Nevada,2011,25.5,Male
Nevada,2014,25.4,Female
Nevada,2014,20.6,2 or more races
Nevada,2011,24.6,"Less than $15,000"
Nevada,2014,28.9,45 - 54
Nevada,2013,26.4,Non-Hispanic White
Nevada,2014,15,Asian
Nevada,2014,30.3,Hispanic
Nevada,2014,26.9,Non-Hispanic White
Nevada,2014,22.6,"$75,000 or greater"
Nevada,2014,27.2,"$50,000 - $74,999"
Nevada,2014,28.7,"$35,000 - $49,999"
Nevada,2014,27.9,"$25,000 - $34,999"
Nevada,2014,27.5,"$15,000 - $24,999"
Nevada,2014,36.7,"Less than $15,000"
Nevada,2014,DNE,Other
Nevada,2014,25.6,55 - 64
Nevada,2015,11.4,18 - 24
Nevada,2014,36.8,35 - 44
Nevada,2014,29.7,25 - 34
Nevada,2014,12.7,18 - 24
Nevada,2014,29.9,Male
Nevada,2013,DNE,Other
Nevada,2013,26.8,2 or more races
Nevada,2013,37.4,American Indian/Alaska Native
Nevada,2013,DNE,Hawaiian/Pacific Islander
Nevada,2013,8.5,Asian
Nevada,2013,26.1,Hispanic
Nevada,2013,39,Non-Hispanic Black
Nevada,2014,27.6,65-100
Nevada,2015,30,"$50,000 - $74,999"
Nevada,2011,24.2,"$15,000 - $24,999"
Nevada,2014,DNE,Hawaiian/Pacific Islander
Nevada,2015,35,Hispanic
Nevada,2015,26.7,Non-Hispanic Black
Nevada,2015,25.5,Non-Hispanic White
Nevada,2015,21.8,2 or more races
Nevada,2015,11,Asian
Nevada,2015,DNE,Other
Nevada,2015,DNE,Hawaiian/Pacific Islander
Nevada,2015,DNE,American Indian/Alaska Native
Nevada,2014,35.5,American Indian/Alaska Native
Nevada,2015,31.9,"$25,000 - $34,999"
Nevada,2014,30.6,Data not reported
Nevada,2015,28.7,"$35,000 - $49,999"
Nevada,2015,25.7,"$15,000 - $24,999"
Nevada,2015,25,"$75,000 or greater"
Nevada,2015,20.6,Data not reported
Nevada,2015,27.9,Male
Nevada,2015,25.4,Female
Nevada,2015,35.6,45 - 54
Nevada,2015,29.6,25 - 34
Nevada,2015,29.4,55 - 64
Nevada,2015,26.5,35 - 44
Nevada,2015,23.9,65-100
Nevada,2015,33.3,"Less than $15,000"
Nevada,2011,37.3,2 or more races
Nevada,2012,25.8,"$25,000 - $34,999"
Nevada,2012,27.4,"$15,000 - $24,999"
Nevada,2012,25.6,"Less than $15,000"
Nevada,2012,25.1,65-100
Nevada,2012,32.5,55 - 64
Nevada,2012,29.9,45 - 54
Nevada,2012,31.4,35 - 44
Nevada,2012,22.6,25 - 34
Nevada,2012,12.2,18 - 24
Nevada,2012,25.8,Female
Nevada,2012,26.5,Male
Nevada,2012,25.3,"$35,000 - $49,999"
Nevada,2011,8,Other
Nevada,2011,21.9,Non-Hispanic White
Nevada,2011,59.2,American Indian/Alaska Native
Nevada,2011,DNE,Hawaiian/Pacific Islander
Nevada,2011,9.2,Asian
Nevada,2011,29.1,Hispanic
Nevada,2011,31.1,Non-Hispanic Black
Nevada,2013,26.2,Data not reported
Nevada,2011,22.6,Data not reported
Nevada,2014,38.1,Non-Hispanic Black
Nevada,2011,29.7,"$50,000 - $74,999"
Nevada,2011,24,"$35,000 - $49,999"
Nevada,2011,25.4,"$25,000 - $34,999"
Nevada,2012,20.7,Asian
Nevada,2013,30.8,"$25,000 - $34,999"
Nevada,2013,21,"$50,000 - $74,999"
Nevada,2013,26.7,"$75,000 or greater"
Nevada,2011,22.3,"$75,000 or greater"
Nevada,2012,28.8,"$50,000 - $74,999"
Nevada,2013,29.4,"$35,000 - $49,999"
Nevada,2013,25.1,"$15,000 - $24,999"
Nevada,2013,26.5,"Less than $15,000"
Nevada,2013,23.9,65-100
Nevada,2013,28.5,55 - 64
Nevada,2013,29.6,45 - 54
Nevada,2013,31,35 - 44
Nevada,2013,28.3,25 - 34
Nevada,2013,11.2,18 - 24
Nevada,2012,26.9,"$75,000 or greater"
Nevada,2013,25.9,Male
Nevada,2012,27,Other
Nevada,2012,25.7,2 or more races
Nevada,2012,19.8,American Indian/Alaska Native
Nevada,2012,DNE,Hawaiian/Pacific Islander
Nevada,2012,26.9,Hispanic
Nevada,2012,34.1,Non-Hispanic Black
Nevada,2012,25.7,Non-Hispanic White
Nevada,2012,21.5,Data not reported
Nevada,2013,26.6,Female
New Hampshire,2014,23.5,"$75,000 or greater"
New Hampshire,2014,25.3,Female
New Hampshire,2014,19.1,Data not reported
New Hampshire,2014,27.7,Non-Hispanic White
New Hampshire,2014,DNE,Non-Hispanic Black
New Hampshire,2014,DNE,American Indian/Alaska Native
New Hampshire,2014,36.7,"Less than $15,000"
New Hampshire,2014,20.5,2 or more races
New Hampshire,2014,7.5,Asian
New Hampshire,2014,31.8,"$50,000 - $74,999"
New Hampshire,2014,31,"$35,000 - $49,999"
New Hampshire,2014,28.5,25 - 34
New Hampshire,2014,32.6,"$15,000 - $24,999"
New Hampshire,2014,28.4,65-100
New Hampshire,2014,28.9,55 - 64
New Hampshire,2014,31.6,45 - 54
New Hampshire,2014,29.5,35 - 44
New Hampshire,2014,DNE,Other
New Hampshire,2014,13.6,18 - 24
New Hampshire,2015,27.2,"$25,000 - $34,999"
New Hampshire,2014,29,"$25,000 - $34,999"
New Hampshire,2015,22.8,"$75,000 or greater"
New Hampshire,2014,29.5,Male
New Hampshire,2014,34.2,Hispanic
New Hampshire,2015,17.6,25 - 34
New Hampshire,2015,19.9,18 - 24
New Hampshire,2015,27.1,45 - 54
New Hampshire,2015,27.8,65-100
New Hampshire,2015,30.7,55 - 64
New Hampshire,2015,31.7,35 - 44
New Hampshire,2015,24.6,Female
New Hampshire,2015,29.9,"$35,000 - $49,999"
New Hampshire,2015,21.8,Data not reported
New Hampshire,2015,26.8,Non-Hispanic White
New Hampshire,2015,29.7,"$15,000 - $24,999"
New Hampshire,2015,30.2,"$50,000 - $74,999"
New Hampshire,2015,40.2,"Less than $15,000"
New Hampshire,2015,DNE,American Indian/Alaska Native
New Hampshire,2015,DNE,Hawaiian/Pacific Islander
New Hampshire,2015,DNE,Non-Hispanic Black
New Hampshire,2015,DNE,Other
New Hampshire,2015,14.2,Asian
New Hampshire,2015,20.3,Hispanic
New Hampshire,2015,22.5,2 or more races
New Hampshire,2015,28,Male
New Hampshire,2011,DNE,Hawaiian/Pacific Islander
New Hampshire,2012,30,35 - 44
New Hampshire,2012,25.4,25 - 34
New Hampshire,2012,14.9,18 - 24
New Hampshire,2012,25.6,Female
New Hampshire,2012,28.9,Male
New Hampshire,2011,26.2,Other
New Hampshire,2011,28.6,"$50,000 - $74,999"
New Hampshire,2011,DNE,American Indian/Alaska Native
New Hampshire,2012,26.9,"$15,000 - $24,999"
New Hampshire,2011,DNE,Asian
New Hampshire,2011,22.6,Hispanic
New Hampshire,2011,DNE,Non-Hispanic Black
New Hampshire,2011,26.5,Non-Hispanic White
New Hampshire,2011,23.2,Data not reported
New Hampshire,2011,24.3,"$75,000 or greater"
New Hampshire,2011,DNE,2 or more races
New Hampshire,2012,DNE,Non-Hispanic Black
New Hampshire,2014,DNE,Hawaiian/Pacific Islander
New Hampshire,2013,27.8,Other
New Hampshire,2012,DNE,Other
New Hampshire,2012,20.8,2 or more races
New Hampshire,2012,DNE,American Indian/Alaska Native
New Hampshire,2012,DNE,Hawaiian/Pacific Islander
New Hampshire,2012,30,55 - 64
New Hampshire,2012,26.1,Hispanic
New Hampshire,2012,33.8,"Less than $15,000"
New Hampshire,2012,27.7,Non-Hispanic White
New Hampshire,2012,23.7,Data not reported
New Hampshire,2012,24.1,"$75,000 or greater"
New Hampshire,2012,29.1,"$50,000 - $74,999"
New Hampshire,2012,31.3,"$35,000 - $49,999"
New Hampshire,2012,30.6,"$25,000 - $34,999"
New Hampshire,2012,32.4,45 - 54
New Hampshire,2012,2,Asian
New Hampshire,2013,27.3,Non-Hispanic White
New Hampshire,2013,28.5,55 - 64
New Hampshire,2013,25.5,65-100
New Hampshire,2013,35.9,"Less than $15,000"
New Hampshire,2013,29.5,"$15,000 - $24,999"
New Hampshire,2013,DNE,Hawaiian/Pacific Islander
New Hampshire,2013,28.7,"$35,000 - $49,999"
New Hampshire,2013,32.1,45 - 54
New Hampshire,2013,21.9,Data not reported
New Hampshire,2013,29.5,"$25,000 - $34,999"
New Hampshire,2013,DNE,Non-Hispanic Black
New Hampshire,2013,25.3,Hispanic
New Hampshire,2013,DNE,Asian
New Hampshire,2011,26.7,"$35,000 - $49,999"
New Hampshire,2012,26.5,65-100
New Hampshire,2013,18,2 or more races
New Hampshire,2013,DNE,American Indian/Alaska Native
New Hampshire,2013,23.3,"$75,000 or greater"
New Hampshire,2011,24.8,65-100
New Hampshire,2011,24.2,"$25,000 - $34,999"
New Hampshire,2011,29.1,"$15,000 - $24,999"
New Hampshire,2013,29.5,"$50,000 - $74,999"
New Hampshire,2011,30.9,"Less than $15,000"
New Hampshire,2011,32.4,55 - 64
New Hampshire,2011,27.4,45 - 54
New Hampshire,2011,30.4,35 - 44
New Hampshire,2011,24.9,25 - 34
New Hampshire,2011,13.2,18 - 24
New Hampshire,2011,28.3,Male
New Hampshire,2013,28.7,Male
New Hampshire,2013,24.8,Female
New Hampshire,2013,12.8,18 - 24
New Hampshire,2013,26.3,25 - 34
New Hampshire,2011,24.1,Female
New Hampshire,2013,31,35 - 44
New Jersey,2014,DNE,Hawaiian/Pacific Islander
New Jersey,2015,9.5,Asian
New Jersey,2015,24.8,Non-Hispanic White
New Jersey,2015,26.6,Hispanic
New Jersey,2015,35.7,Non-Hispanic Black
New Jersey,2015,48.4,2 or more races
New Jersey,2014,23.6,Other
New Jersey,2014,23.4,Data not reported
New Jersey,2014,38.4,Non-Hispanic Black
New Jersey,2014,23.6,American Indian/Alaska Native
New Jersey,2014,8.4,Asian
New Jersey,2014,31,Hispanic
New Jersey,2014,26,Non-Hispanic White
New Jersey,2015,DNE,Hawaiian/Pacific Islander
New Jersey,2014,31.4,2 or more races
New Jersey,2015,27.4,Male
New Jersey,2014,25.3,Female
New Jersey,2014,24.2,"$75,000 or greater"
New Jersey,2015,19.8,Other
New Jersey,2015,23.3,25 - 34
New Jersey,2015,26.9,65-100
New Jersey,2015,28.1,35 - 44
New Jersey,2015,28.9,55 - 64
New Jersey,2015,10.7,18 - 24
New Jersey,2015,23.7,Female
New Jersey,2015,DNE,American Indian/Alaska Native
New Jersey,2015,21.3,Data not reported
New Jersey,2015,22.9,"$75,000 or greater"
New Jersey,2015,26.4,"$50,000 - $74,999"
New Jersey,2015,27,"$35,000 - $49,999"
New Jersey,2015,30.9,"Less than $15,000"
New Jersey,2015,31.5,"$15,000 - $24,999"
New Jersey,2015,32,"$25,000 - $34,999"
New Jersey,2015,30.5,45 - 54
New Jersey,2012,27.2,65-100
New Jersey,2011,28.9,2 or more races
New Jersey,2011,12.3,Other
New Jersey,2012,26.3,Male
New Jersey,2012,22.9,Female
New Jersey,2012,12.6,18 - 24
New Jersey,2012,21.9,25 - 34
New Jersey,2012,27.3,35 - 44
New Jersey,2012,36.1,Non-Hispanic Black
New Jersey,2012,28.2,55 - 64
New Jersey,2011,10.2,Asian
New Jersey,2012,30,"Less than $15,000"
New Jersey,2012,28.8,"$15,000 - $24,999"
New Jersey,2012,26,"$25,000 - $34,999"
New Jersey,2012,25,"$35,000 - $49,999"
New Jersey,2012,26,"$50,000 - $74,999"
New Jersey,2012,22.5,"$75,000 or greater"
New Jersey,2012,20.9,Data not reported
New Jersey,2014,13.3,18 - 24
New Jersey,2012,26.5,45 - 54
New Jersey,2011,26.6,"$25,000 - $34,999"
New Jersey,2011,25.6,Male
New Jersey,2011,21.8,Female
New Jersey,2011,12.1,18 - 24
New Jersey,2011,21.7,25 - 34
New Jersey,2011,23.4,35 - 44
New Jersey,2011,27.5,45 - 54
New Jersey,2011,28.2,55 - 64
New Jersey,2011,25,65-100
New Jersey,2011,26.1,American Indian/Alaska Native
New Jersey,2011,30.4,"$15,000 - $24,999"
New Jersey,2011,DNE,Hawaiian/Pacific Islander
New Jersey,2011,26.1,"$35,000 - $49,999"
New Jersey,2011,23.4,"$50,000 - $74,999"
New Jersey,2011,21,"$75,000 or greater"
New Jersey,2011,18.4,Data not reported
New Jersey,2011,23.1,Non-Hispanic White
New Jersey,2011,31.8,Non-Hispanic Black
New Jersey,2011,27.3,Hispanic
New Jersey,2012,26.3,Hispanic
New Jersey,2011,28.5,"Less than $15,000"
New Jersey,2014,24.4,25 - 34
New Jersey,2012,24.1,Non-Hispanic White
New Jersey,2013,35.6,Non-Hispanic Black
New Jersey,2013,28.8,Hispanic
New Jersey,2013,10.4,Asian
New Jersey,2013,DNE,Hawaiian/Pacific Islander
New Jersey,2013,41.5,American Indian/Alaska Native
New Jersey,2013,38.3,2 or more races
New Jersey,2013,21.4,Data not reported
New Jersey,2014,28.5,Male
New Jersey,2013,24.3,"$75,000 or greater"
New Jersey,2014,29.4,35 - 44
New Jersey,2014,29.6,45 - 54
New Jersey,2014,32.6,55 - 64
New Jersey,2014,27.3,65-100
New Jersey,2014,29.5,"Less than $15,000"
New Jersey,2014,27.6,"$15,000 - $24,999"
New Jersey,2014,33.2,"$25,000 - $34,999"
New Jersey,2014,31.6,"$35,000 - $49,999"
New Jersey,2013,21,Other
New Jersey,2013,28.3,35 - 44
New Jersey,2012,7.9,Asian
New Jersey,2012,DNE,Hawaiian/Pacific Islander
New Jersey,2012,16.1,American Indian/Alaska Native
New Jersey,2012,26.2,2 or more races
New Jersey,2012,22.5,Other
New Jersey,2013,27.8,Male
New Jersey,2013,24.9,Female
New Jersey,2013,14.4,18 - 24
New Jersey,2013,26,Non-Hispanic White
New Jersey,2013,23.7,25 - 34
New Jersey,2014,29.1,"$50,000 - $74,999"
New Jersey,2013,31.5,45 - 54
New Jersey,2013,29.2,55 - 64
New Jersey,2013,26.2,65-100
New Jersey,2013,32.6,"Less than $15,000"
New Jersey,2013,27.6,"$15,000 - $24,999"
New Jersey,2013,27.1,"$25,000 - $34,999"
New Jersey,2013,31.6,"$35,000 - $49,999"
New Jersey,2013,28,"$50,000 - $74,999"
New Mexico,2014,29.6,"$25,000 - $34,999"
New Mexico,2014,27.5,Male
New Mexico,2014,31,Hispanic
New Mexico,2014,37.7,Non-Hispanic Black
New Mexico,2014,23.4,Non-Hispanic White
New Mexico,2014,23.3,Data not reported
New Mexico,2014,29.1,"$50,000 - $74,999"
New Mexico,2015,22.3,65-100
New Mexico,2014,30.5,"$15,000 - $24,999"
New Mexico,2014,20.8,65-100
New Mexico,2014,32.1,55 - 64
New Mexico,2014,31.2,45 - 54
New Mexico,2014,33.8,35 - 44
New Mexico,2013,26.9,"$35,000 - $49,999"
New Mexico,2014,29.4,Female
New Mexico,2014,40.3,American Indian/Alaska Native
New Mexico,2014,33.2,25 - 34
New Mexico,2013,12.3,Other
New Mexico,2013,30.9,2 or more races
New Mexico,2013,36.3,American Indian/Alaska Native
New Mexico,2013,DNE,Hawaiian/Pacific Islander
New Mexico,2013,9.7,Asian
New Mexico,2013,29.4,Hispanic
New Mexico,2013,35.5,Non-Hispanic Black
New Mexico,2013,21.9,Non-Hispanic White
New Mexico,2013,22,Data not reported
New Mexico,2013,21.6,"$75,000 or greater"
New Mexico,2013,27.3,"$50,000 - $74,999"
New Mexico,2014,19.1,18 - 24
